train_idx,CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
6760,712347258,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,3,2,2209.0,0,2209.0,0.749,4419,68,0.619,0.0,1
6761,720774183,40,F,1,High School,Divorced,Less than $40K,Blue,30,6,2,1,2579.0,1959,620.0,0.618,4300,69,0.683,0.76,1
6762,718791708,48,M,2,High School,Married,$80K - $120K,Blue,32,1,2,4,16362.0,2268,14094.0,0.841,2228,37,0.85,0.139,0
6763,714131058,30,M,0,Graduate,Unknown,$60K - $80K,Blue,36,3,5,3,18513.0,2517,15996.0,0.524,1567,33,0.941,0.136,1
6764,720251358,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591.0,2517,1074.0,0.665,2313,43,0.536,0.701,0
6765,803957508,52,M,2,Unknown,Single,$80K - $120K,Blue,47,6,1,3,15904.0,1024,14880.0,0.369,1433,33,0.5,0.064,1
6766,778832883,47,F,3,Post-Graduate,Married,Less than $40K,Blue,28,1,3,1,8257.0,961,7296.0,0.741,13769,104,0.857,0.116,1
6767,795599883,57,F,2,Uneducated,Married,Unknown,Blue,51,3,6,2,2404.0,284,2120.0,0.866,2511,51,0.5,0.118,0
6768,713315433,61,M,2,Uneducated,Married,$60K - $80K,Blue,48,4,1,2,18571.0,0,18571.0,0.594,15802,118,0.686,0.0,1
6769,745124658,42,F,3,High School,Single,Less than $40K,Blue,35,5,2,1,2563.0,1579,984.0,0.924,4838,70,0.707,0.616,1
6770,789187908,56,M,2,Uneducated,Married,$80K - $120K,Blue,45,4,2,2,11102.0,1946,9156.0,0.625,1448,36,1.0,0.175,1
6771,710475408,33,M,3,High School,Married,$60K - $80K,Blue,25,5,2,2,14918.0,2028,12890.0,1.342,2171,35,1.059,0.136,1
6772,710581758,52,F,2,Graduate,Single,$40K - $60K,Blue,44,6,2,3,3360.0,1219,2141.0,0.412,1309,30,1.0,0.363,1
6773,788474658,55,M,3,Graduate,Married,$80K - $120K,Blue,48,5,2,4,16208.0,1278,14930.0,0.543,1842,56,0.436,0.079,1
6774,788275083,46,M,3,College,Married,$60K - $80K,Blue,38,5,3,4,15483.0,1719,13764.0,0.686,4678,80,0.509,0.111,1
6775,719070108,44,M,2,Graduate,Married,$80K - $120K,Silver,35,4,1,3,34516.0,1726,32790.0,0.867,1729,52,0.677,0.05,1
6776,714519408,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357.0,2139,3218.0,0.499,1979,48,0.655,0.399,0
6777,717463608,38,F,1,Unknown,Married,$40K - $60K,Blue,26,5,3,1,2346.0,1407,939.0,0.77,4116,79,0.975,0.6,1
6778,715162608,48,F,2,Graduate,Single,Less than $40K,Blue,41,4,2,3,2168.0,1323,845.0,0.687,2499,38,0.407,0.61,0
6779,712804383,56,F,0,College,Married,Less than $40K,Blue,38,1,1,2,2143.0,1194,949.0,0.49,4684,82,0.907,0.557,1
6780,815840283,51,F,2,Unknown,Married,Less than $40K,Blue,46,1,6,3,7744.0,1893,5851.0,0.813,16059,124,0.722,0.244,1
6781,770871708,62,M,0,Graduate,Married,$40K - $60K,Blue,48,5,1,5,2591.0,0,2591.0,0.601,2123,56,0.697,0.0,1
6782,709813008,44,F,3,High School,Unknown,Less than $40K,Blue,35,5,3,0,3398.0,2415,983.0,0.891,4509,93,0.661,0.711,1
6783,716596308,40,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,3919.0,1640,2279.0,0.8,1872,51,0.5,0.418,1
6784,712658283,36,F,3,Graduate,Single,$40K - $60K,Blue,28,3,2,3,3701.0,969,2732.0,1.079,3222,86,0.623,0.262,1
6785,717418158,42,M,5,Unknown,Unknown,$120K +,Blue,36,4,1,2,34516.0,1839,32677.0,0.69,1230,34,0.889,0.053,1
6786,713914683,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484.0,885,599.0,0.951,4819,74,0.805,0.596,1
6787,823578483,44,F,4,High School,Single,Less than $40K,Blue,40,2,1,2,1438.3,1169,269.3,0.558,4429,78,0.529,0.813,1
6788,714111333,55,M,1,High School,Married,$60K - $80K,Blue,46,6,1,3,5381.0,0,5381.0,0.746,1910,38,1.0,0.0,1
6789,709453833,48,F,4,Graduate,Single,Unknown,Blue,40,3,2,2,11164.0,859,10305.0,0.915,4227,67,0.634,0.077,1
6790,713804883,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,1836.0,0,1836.0,0.323,1799,28,0.167,0.0,0
6791,721049658,53,M,3,Graduate,Single,$80K - $120K,Blue,34,6,3,0,2506.0,0,2506.0,0.598,1687,62,0.59,0.0,1
6792,787463508,26,M,0,Graduate,Single,Less than $40K,Blue,13,5,2,4,2469.0,2410,59.0,0.544,1027,20,0.176,0.976,0
6793,711556533,43,F,1,Graduate,Unknown,Unknown,Blue,36,6,3,3,9851.0,0,9851.0,1.034,1212,24,0.6,0.0,1
6794,790023408,47,F,3,Unknown,Single,Less than $40K,Blue,39,6,2,1,2915.0,2422,493.0,0.576,4037,83,0.766,0.831,1
6795,717940008,57,F,2,Unknown,Divorced,$40K - $60K,Blue,36,5,2,2,3251.0,1887,1364.0,1.007,3228,67,0.763,0.58,1
6796,779051808,35,F,1,Graduate,Single,$40K - $60K,Blue,16,3,2,2,2546.0,1348,1198.0,0.877,4145,75,0.596,0.529,1
6797,714257958,41,F,3,Doctorate,Single,Less than $40K,Blue,31,4,2,1,1738.0,0,1738.0,0.654,4220,68,0.889,0.0,1
6798,709810458,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,2,0,1579.0,768,811.0,0.888,4241,72,0.946,0.486,1
6799,787519683,41,F,2,Graduate,Single,Less than $40K,Blue,30,3,2,2,3028.0,2270,758.0,0.804,4727,78,0.66,0.75,1
6800,823566408,44,F,3,Graduate,Married,Less than $40K,Blue,40,2,2,1,1438.3,0,1438.3,0.773,4625,93,0.938,0.0,1
6801,718360083,39,M,4,Uneducated,Married,$120K +,Blue,36,6,3,2,25790.0,1798,23992.0,0.973,2443,70,0.556,0.07,1
6802,757710783,36,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,3,1493.0,0,1493.0,0.721,2516,63,0.575,0.0,0
6803,787506558,50,M,3,Graduate,Single,$60K - $80K,Blue,38,4,1,1,10762.0,703,10059.0,0.548,4509,71,0.543,0.065,1
6804,779016408,37,F,3,Uneducated,Married,Less than $40K,Blue,27,6,1,3,2229.0,1791,438.0,1.139,1583,32,0.6,0.803,1
6805,708702258,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698.0,478,3220.0,0.611,2051,31,0.632,0.129,0
6806,712256358,40,M,3,Graduate,Married,$60K - $80K,Blue,23,1,3,1,22729.0,1581,21148.0,1.025,13672,110,0.746,0.07,1
6807,790017858,47,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,36,6,1,2,3979.0,1319,2660.0,0.85,4598,67,0.634,0.331,1
6808,713382558,57,F,3,College,Single,Less than $40K,Blue,42,1,1,2,2063.0,953,1110.0,0.868,4304,81,0.761,0.462,1
6809,715627833,48,M,3,High School,Married,$60K - $80K,Gold,37,6,2,0,34516.0,1948,32568.0,0.666,4539,75,0.705,0.056,1
6810,721284258,53,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,3,7181.0,2517,4664.0,0.545,1636,39,0.56,0.351,1
6811,814760358,53,M,3,Graduate,Unknown,$40K - $60K,Blue,48,2,2,2,14627.0,1997,12630.0,0.718,7766,82,0.745,0.137,1
6812,710061783,49,M,1,Graduate,Married,$40K - $60K,Blue,40,6,1,4,14973.0,0,14973.0,0.895,4517,59,0.439,0.0,0
6813,719075883,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3,3,2363.0,2033,330.0,0.498,3904,66,0.61,0.86,1
6814,811475733,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339.0,0,3339.0,0.694,2432,48,0.6,0.0,0
6815,712950783,48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2,3,2732.0,0,2732.0,0.76,739,16,0.455,0.0,0
6816,718689258,39,F,2,Doctorate,Married,$40K - $60K,Blue,29,5,2,3,1693.0,1101,592.0,0.778,4203,87,0.851,0.65,1
6817,716447733,32,M,3,Graduate,Married,$40K - $60K,Blue,18,5,3,3,6407.0,963,5444.0,1.052,1921,43,0.72,0.15,1
6818,708572658,49,M,5,Graduate,Married,$60K - $80K,Silver,38,1,1,2,29531.0,2088,27443.0,0.843,15039,120,0.69,0.071,1
6819,780581508,58,F,1,Doctorate,Single,$40K - $60K,Silver,47,5,2,4,16677.0,1590,15087.0,0.885,1410,37,0.609,0.095,1
6820,714278958,39,F,2,High School,Married,Unknown,Blue,27,6,1,3,9347.0,1988,7359.0,1.173,2201,46,1.091,0.213,1
6821,718599108,50,F,3,Graduate,Married,Unknown,Blue,39,5,3,2,3230.0,1172,2058.0,0.514,4419,64,0.73,0.363,1
6822,712783083,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607.0,0,3607.0,0.504,2013,35,0.458,0.0,0
6823,778459833,42,M,5,Graduate,Married,$60K - $80K,Blue,27,3,2,3,11880.0,2025,9855.0,0.835,1789,42,1.471,0.17,1
6824,772585008,48,F,4,High School,Married,Unknown,Blue,38,2,3,1,3187.0,1937,1250.0,0.77,5111,90,0.667,0.608,1
6825,710667708,47,M,2,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,12510.0,1871,10639.0,0.748,14018,128,0.778,0.15,1
6826,708600033,46,M,2,Graduate,Married,$40K - $60K,Blue,39,4,3,1,1610.0,0,1610.0,0.689,4958,87,0.776,0.0,1
6827,711047658,46,F,3,High School,Married,Less than $40K,Blue,38,4,2,2,1781.0,1315,466.0,0.704,4775,83,0.729,0.738,1
6828,709583133,53,M,3,Uneducated,Married,$40K - $60K,Blue,40,6,3,3,3326.0,1442,1884.0,0.711,1627,54,1.077,0.434,1
6829,717451833,45,F,3,Uneducated,Divorced,Unknown,Blue,36,6,3,2,20356.0,2517,17839.0,0.607,4547,67,0.861,0.124,1
6830,717806133,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603.0,0,23603.0,0.795,1382,31,1.067,0.0,1
6831,789296133,35,F,3,Doctorate,Single,Unknown,Blue,24,1,1,3,12287.0,770,11517.0,0.612,4601,65,0.757,0.063,1
6832,711562833,35,M,4,Graduate,Married,$80K - $120K,Blue,24,6,3,4,12634.0,0,12634.0,0.323,717,18,0.286,0.0,0
6833,710527533,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982.0,0,4982.0,0.886,8586,58,1.0,0.0,0
6834,713639058,49,M,3,High School,Married,$60K - $80K,Blue,34,6,3,3,1511.0,0,1511.0,0.432,1329,35,0.591,0.0,0
6835,711649908,33,F,3,Graduate,Married,Unknown,Blue,15,5,3,2,1438.3,1055,383.3,0.901,4208,67,0.675,0.734,1
6836,716966808,47,M,1,Graduate,Married,$80K - $120K,Blue,37,6,3,3,11722.0,1667,10055.0,0.566,1497,35,0.25,0.142,1
6837,709215708,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,18253.0,2517,15736.0,0.91,3737,73,0.587,0.138,1
6838,712572858,38,M,3,High School,Single,$80K - $120K,Blue,29,2,1,3,3413.0,1801,1612.0,0.88,3831,45,0.667,0.528,1
6839,816517683,38,F,2,Doctorate,Married,Less than $40K,Blue,33,4,3,3,7530.0,1336,6194.0,0.749,14719,115,0.855,0.177,1
6840,771163533,52,F,1,Unknown,Married,$40K - $60K,Blue,39,3,2,1,1438.3,635,803.3,0.744,4617,79,0.927,0.441,1
6841,719466558,60,F,0,High School,Single,Unknown,Blue,36,3,2,2,4546.0,0,4546.0,0.66,1361,34,0.308,0.0,1
6842,721188033,48,M,5,College,Married,Less than $40K,Blue,39,2,3,1,6797.0,2239,4558.0,0.922,16171,112,0.778,0.329,1
6843,708298233,49,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,6184.0,0,6184.0,0.476,1756,49,0.324,0.0,0
6844,715281933,43,F,3,High School,Single,Less than $40K,Blue,36,3,3,2,1438.3,0,1438.3,0.689,4401,73,0.698,0.0,1
6845,713519508,47,M,4,High School,Divorced,$60K - $80K,Blue,36,1,1,1,1983.0,989,994.0,0.726,5065,80,0.667,0.499,1
6846,788835408,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910.0,0,2910.0,0.789,2648,41,0.464,0.0,0
6847,797748708,44,M,4,Unknown,Single,$80K - $120K,Blue,38,5,3,4,3936.0,2024,1912.0,0.988,5001,66,0.692,0.514,1
6848,778908783,52,M,3,College,Married,$80K - $120K,Blue,33,3,3,4,27751.0,1018,26733.0,0.426,1427,25,0.667,0.037,1
6849,714752208,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985,408.0,0.788,978,16,0.778,0.83,1
6850,721113333,54,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,3,1740.0,0,1740.0,0.811,4751,93,0.86,0.0,1
6851,789310833,44,F,3,College,Divorced,$40K - $60K,Blue,34,5,2,5,4513.0,1950,2563.0,0.83,3164,62,0.59,0.432,1
6852,714493983,57,F,2,Graduate,Married,$40K - $60K,Blue,47,5,2,2,4682.0,1010,3672.0,0.638,4322,83,0.694,0.216,1
6853,758833758,45,M,4,Unknown,Married,$40K - $60K,Blue,38,4,3,3,1862.0,845,1017.0,0.604,3520,68,0.889,0.454,1
6854,715932708,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,4,3,1,5813.0,1614,4199.0,0.696,4365,75,0.875,0.278,1
6855,715031433,57,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3,3,6248.0,1493,4755.0,0.597,4664,60,0.579,0.239,1
6856,717713283,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,8628.0,1077,7551.0,0.872,1675,58,0.415,0.125,1
6857,778428108,36,F,1,Graduate,Single,Less than $40K,Blue,16,6,5,3,6091.0,1184,4907.0,0.766,17437,113,0.766,0.194,1
6858,708927108,53,M,2,Graduate,Married,$120K +,Blue,36,1,3,2,12778.0,507,12271.0,0.967,1133,28,0.4,0.04,0
6859,711967158,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211.0,1370,841.0,0.781,4359,79,0.927,0.62,1
6860,710017758,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346.0,0,11346.0,0.665,3784,67,0.457,0.0,1
6861,721467258,58,M,1,High School,Married,$40K - $60K,Blue,36,3,2,5,2165.0,1135,1030.0,0.707,1541,33,0.833,0.524,1
6862,807587433,56,F,2,Doctorate,Married,Less than $40K,Blue,51,4,6,5,1438.3,0,1438.3,0.699,2229,40,0.6,0.0,0
6863,789111483,46,M,3,Graduate,Unknown,$80K - $120K,Blue,34,5,3,4,16546.0,1850,14696.0,0.729,4255,75,0.562,0.112,1
6864,712682583,44,M,5,High School,Single,$60K - $80K,Blue,35,3,2,2,5947.0,995,4952.0,0.724,4984,90,0.765,0.167,1
6865,716075208,32,F,3,High School,Married,Less than $40K,Blue,22,4,2,4,4561.0,2029,2532.0,0.768,1874,38,0.52,0.445,1
6866,719692983,36,M,2,Doctorate,Married,$60K - $80K,Blue,30,3,3,4,4934.0,1504,3430.0,1.52,2747,42,0.448,0.305,1
6867,721530633,51,F,2,Graduate,Single,$40K - $60K,Blue,36,1,1,1,3785.0,1329,2456.0,0.864,15209,104,0.891,0.351,1
6868,709339758,43,M,3,Unknown,Single,$120K +,Blue,30,4,2,3,11926.0,1766,10160.0,0.875,3778,84,0.75,0.148,1
6869,718090233,56,F,3,Graduate,Single,Unknown,Blue,36,3,3,3,10016.0,1872,8144.0,0.735,2804,37,0.542,0.187,0
6870,711736083,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769.0,274,6495.0,0.998,4885,54,0.35,0.04,0
6871,820920408,53,F,2,Graduate,Single,Less than $40K,Blue,48,3,2,2,3685.0,0,3685.0,0.762,4012,59,0.639,0.0,1
6872,715022133,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6,2,2,6363.0,1162,5201.0,0.644,1256,26,1.0,0.183,1
6873,713994108,40,M,5,High School,Married,$60K - $80K,Blue,33,3,1,2,4155.0,1315,2840.0,0.767,15851,128,0.855,0.316,1
6874,710439483,51,F,2,Graduate,Single,Less than $40K,Blue,39,3,4,2,2581.0,1722,859.0,0.765,4431,79,0.717,0.667,1
6875,826473858,44,M,1,College,Single,$40K - $60K,Blue,40,6,1,2,4274.0,1680,2594.0,0.78,4820,60,0.765,0.393,1
6876,711856683,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,3,3,1590.0,1273,317.0,0.64,7352,80,0.818,0.801,1
6877,797169633,41,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,34516.0,825,33691.0,0.982,3127,51,0.962,0.024,1
6878,708428958,39,M,2,Unknown,Single,$80K - $120K,Gold,33,1,3,2,34516.0,0,34516.0,0.724,9179,113,0.766,0.0,1
6879,789579033,43,M,3,Graduate,Unknown,$40K - $60K,Blue,36,2,3,3,4878.0,2098,2780.0,0.665,5021,84,0.68,0.43,1
6880,708266883,34,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,1666.0,0,1666.0,0.713,2312,35,0.25,0.0,0
6881,717174558,57,F,1,Uneducated,Single,Less than $40K,Blue,46,2,3,3,9129.0,0,9129.0,0.733,7733,81,0.884,0.0,0
6882,765731433,48,F,3,Graduate,Divorced,Unknown,Blue,41,3,4,3,7860.0,0,7860.0,0.598,3512,76,0.617,0.0,1
6883,717464958,55,F,2,Doctorate,Married,Less than $40K,Silver,36,3,2,1,10858.0,0,10858.0,0.787,14475,111,0.682,0.0,1
6884,714012258,44,F,2,College,Single,Less than $40K,Blue,34,3,2,1,2429.0,1687,742.0,0.766,4122,74,0.85,0.695,1
6885,718338708,49,F,1,Graduate,Married,$40K - $60K,Blue,38,5,2,2,5481.0,0,5481.0,0.784,3380,73,0.78,0.0,1
6886,715199808,39,F,3,Graduate,Unknown,Unknown,Silver,30,6,3,5,33905.0,2070,31835.0,0.685,15335,99,0.768,0.061,1
6887,715593783,52,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,2,14858.0,1594,13264.0,0.51,4286,72,0.636,0.107,1
6888,718824783,50,M,2,Unknown,Divorced,$60K - $80K,Blue,41,6,1,3,2966.0,1433,1533.0,0.49,1986,50,0.613,0.483,1
6889,719511783,48,F,1,Unknown,Married,Unknown,Blue,41,3,2,2,1438.3,1197,241.3,0.917,4916,78,0.696,0.832,1
6890,718484283,57,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,6,1,4,3478.0,2517,961.0,0.685,1409,49,0.75,0.724,1
6891,718650258,54,F,3,Graduate,Single,Unknown,Blue,47,2,3,1,6146.0,2210,3936.0,0.905,12956,97,0.796,0.36,1
6892,715601808,50,M,3,Graduate,Married,$120K +,Blue,41,4,2,3,34516.0,2253,32263.0,1.032,16692,131,0.795,0.065,1
6893,778928283,57,F,3,High School,Married,Less than $40K,Blue,39,3,2,1,2742.0,2321,421.0,1.315,1389,32,0.6,0.846,1
6894,712184133,41,F,5,Graduate,Married,Less than $40K,Blue,24,2,3,3,2178.0,1408,770.0,0.635,5089,80,0.455,0.646,1
6895,720521808,38,M,1,Graduate,Single,$80K - $120K,Blue,19,6,3,2,25662.0,1515,24147.0,0.556,1484,36,0.636,0.059,1
6896,819376683,54,M,1,Unknown,Single,$80K - $120K,Blue,49,2,3,3,28570.0,2027,26543.0,0.749,15130,102,0.759,0.071,1
6897,712855683,50,F,2,Post-Graduate,Married,Less than $40K,Blue,36,1,2,2,3350.0,1335,2015.0,0.781,4906,89,0.561,0.399,1
6898,719732433,54,M,2,Graduate,Single,$60K - $80K,Blue,36,5,3,1,12815.0,1017,11798.0,0.532,3771,78,0.66,0.079,1
6899,710558058,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317.0,2517,1800.0,0.944,1619,36,1.0,0.583,1
6900,770190258,49,F,3,Graduate,Married,Less than $40K,Blue,43,2,1,1,7037.0,0,7037.0,0.752,7678,93,0.691,0.0,1
6901,709695333,48,M,2,High School,Single,$80K - $120K,Blue,36,3,2,4,10227.0,1695,8532.0,0.875,3577,82,0.783,0.166,1
6902,768720708,41,F,3,High School,Married,Less than $40K,Blue,30,4,4,2,3280.0,2327,953.0,0.784,4268,84,1.0,0.709,1
6903,715411608,45,F,3,High School,Single,$40K - $60K,Blue,36,3,1,1,1663.0,1112,551.0,0.588,2978,61,0.906,0.669,1
6904,709794333,29,M,0,Graduate,Married,Less than $40K,Blue,19,6,2,4,2827.0,1430,1397.0,0.885,1608,30,1.308,0.506,1
6905,711389358,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5,3,2,5791.0,2517,3274.0,0.69,2516,64,0.641,0.435,0
6906,711274458,38,F,3,High School,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,1438.3,0.73,2478,45,0.552,0.0,0
6907,708588408,53,M,3,Uneducated,Single,$60K - $80K,Blue,36,6,2,2,6836.0,1607,5229.0,0.524,4421,74,0.542,0.235,1
6908,720527058,39,F,1,Graduate,Single,Less than $40K,Blue,24,4,3,3,2310.0,1306,1004.0,0.525,4343,74,0.682,0.565,1
6909,716214108,44,M,4,Uneducated,Single,$60K - $80K,Blue,36,1,2,1,6426.0,0,6426.0,0.592,4892,80,0.818,0.0,1
6910,714106833,57,F,3,Graduate,Unknown,Less than $40K,Blue,47,6,3,1,5225.0,2290,2935.0,0.962,4239,69,0.683,0.438,1
6911,718357458,48,M,5,Unknown,Single,$60K - $80K,Blue,36,2,3,0,3862.0,0,3862.0,0.807,15282,125,0.712,0.0,1
6912,719296383,38,M,2,High School,Single,$60K - $80K,Gold,18,1,2,3,34516.0,1494,33022.0,0.588,7885,85,0.635,0.043,1
6913,713578608,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438.3,0,1438.3,0.808,4082,82,0.822,0.0,1
6914,712557708,35,M,1,High School,Married,$60K - $80K,Blue,21,5,2,2,6391.0,2317,4074.0,0.831,2274,61,1.033,0.363,1
6915,787584108,55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,1
6916,713735508,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1,2,11927.0,675,11252.0,0.574,1986,36,0.636,0.057,1
6917,714313608,36,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,0,4228.0,1886,2342.0,1.076,4356,74,0.682,0.446,1
6918,709779258,53,F,3,Post-Graduate,Married,Less than $40K,Blue,43,4,3,4,1438.3,0,1438.3,0.939,4075,71,0.614,0.0,1
6919,817925058,50,F,2,Uneducated,Married,Unknown,Blue,45,6,1,4,5660.0,2401,3259.0,0.779,1932,35,0.346,0.424,1
6920,719131533,29,F,0,Post-Graduate,Divorced,Less than $40K,Blue,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777,1
6921,719206308,32,M,1,High School,Married,$60K - $80K,Blue,24,4,2,2,4116.0,1223,2893.0,0.73,1657,38,0.52,0.297,1
6922,714702033,43,F,4,Graduate,Unknown,Less than $40K,Blue,34,5,3,3,1971.0,979,992.0,1.024,5446,75,0.974,0.497,1
6923,773827008,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,865.0,0.469,1087,29,1.231,0.64,1
6924,708398283,37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2,2,4394.0,885,3509.0,1.04,1377,32,0.684,0.201,1
6925,714738858,52,F,1,Graduate,Unknown,Less than $40K,Blue,36,6,1,3,2873.0,1714,1159.0,0.796,4620,81,0.884,0.597,1
6926,757643733,42,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,3223.0,0,3223.0,0.593,4916,79,0.717,0.0,1
6927,711392508,37,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,1,1438.3,0,1438.3,0.741,4513,75,0.744,0.0,1
6928,714457083,52,F,2,High School,Married,Unknown,Blue,44,6,3,2,3456.0,2219,1237.0,0.636,1332,24,0.5,0.642,1
6929,711559008,40,F,4,Post-Graduate,Single,$40K - $60K,Blue,28,2,1,2,11642.0,1501,10141.0,0.935,9137,92,0.586,0.129,1
6930,737962608,48,F,4,College,Divorced,Less than $40K,Blue,41,4,3,2,3745.0,2517,1228.0,0.672,4550,78,0.857,0.672,1
6931,715610733,60,M,1,Uneducated,Married,$40K - $60K,Blue,47,6,1,5,3735.0,1175,2560.0,1.036,8193,66,0.65,0.315,0
6932,711851583,50,M,2,Graduate,Married,$120K +,Blue,42,6,2,1,8220.0,1015,7205.0,1.063,4794,77,0.878,0.123,1
6933,770874483,54,F,1,Post-Graduate,Married,Unknown,Blue,40,4,1,2,2876.0,1267,1609.0,0.617,4302,74,0.51,0.441,1
6934,789823383,44,F,3,Unknown,Single,Less than $40K,Blue,34,3,3,4,2786.0,1635,1151.0,0.921,4532,82,1.0,0.587,1
6935,718373658,41,M,3,College,Single,$60K - $80K,Blue,28,6,3,0,5841.0,2463,3378.0,1.047,3817,81,0.761,0.422,1
6936,808950108,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,5,2,1438.3,859,579.3,0.808,4409,72,0.674,0.597,1
6937,771342183,53,F,3,Graduate,Single,$40K - $60K,Blue,40,6,3,2,1625.0,0,1625.0,0.689,2314,43,0.433,0.0,0
6938,716522583,48,F,3,College,Divorced,Less than $40K,Blue,36,4,3,3,2335.0,1845,490.0,0.537,1362,33,0.269,0.79,1
6939,708416433,41,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,2372.0,0,2372.0,0.597,2499,41,0.464,0.0,0
6940,787723758,58,F,3,Unknown,Married,Less than $40K,Blue,48,2,1,2,3603.0,1465,2138.0,0.63,14235,101,0.656,0.407,1
6941,819051183,47,F,4,Graduate,Married,Unknown,Blue,42,4,1,3,16349.0,1925,14424.0,0.833,16207,114,0.81,0.118,1
6942,719365233,34,M,4,Unknown,Single,Less than $40K,Blue,23,1,3,2,7664.0,1785,5879.0,0.947,15077,126,0.8,0.233,1
6943,712470033,44,F,3,College,Single,Less than $40K,Blue,30,6,3,3,4539.0,2053,2486.0,0.705,2960,67,0.861,0.452,1
6944,716171358,51,M,4,College,Married,$40K - $60K,Blue,36,2,3,1,4436.0,2222,2214.0,0.731,4460,85,0.771,0.501,1
6945,755593983,50,F,1,Graduate,Married,Unknown,Blue,43,6,1,2,7985.0,0,7985.0,1.032,3873,72,0.674,0.0,1
6946,811965558,46,F,4,College,Single,$40K - $60K,Blue,41,2,3,3,13743.0,0,13743.0,0.947,9406,106,0.767,0.0,1
6947,798481383,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694.0,0,2694.0,0.872,2684,38,0.31,0.0,0
6948,714392808,51,M,3,Unknown,Married,$80K - $120K,Blue,43,3,4,5,13933.0,1019,12914.0,0.875,3504,62,0.771,0.073,1
6949,771602883,42,M,3,High School,Single,$80K - $120K,Blue,30,4,5,4,4147.0,1719,2428.0,0.875,1776,44,0.571,0.415,1
6950,716421633,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,3523.0,0,3523.0,0.973,3174,44,0.222,0.0,0
6951,719136183,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541.0,1444,2097.0,0.664,3410,69,0.683,0.408,1
